term,name,definition,category,provenance,provenance_uri,note
albite,Albite,Albite is a plagioclase feldspar mineral. It is the sodium endmember of the plagioclase solid solution series. As such it represents a plagioclase with less than 10% anorthite content.,,Wikipedia,https://en.wikipedia.org/wiki/Albite,Added to support Critical Zone Observatory (CZO) data use cases. 
aldrin,Aldrin,Aldrin (C12H8Cl6),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
alkaliFeldspar,Alkali feldspar,"The alkali feldspar group are those feldspar minerals rich in the alkali elements like potassium and sodium. The alkali feldspars include albite, anorthoclase, microcline, orthoclase and sanidine.",,Wikipedia,https://en.wikipedia.org/wiki/Alkali_feldspar,Added to support Critical Zone Observatory (CZO) data use cases. 
alkalinity,Alkalinity,"Alkalinity is the capacity of water to resist changes in pH that would make the water more acidic. It should not be confused with basicity which is an absolute measurement on the pH scale. Alkalinity is the strength of a buffer solution composed of weak acids and their conjugate bases. It is measured by titrating the solution with a monoprotic acid such as HCl until its pH changes abruptly, or it reaches a known endpoint where that happens. Alkalinity is expressed in units of meq/L (milliequivalents per liter), which corresponds to the amount of monoprotic acid added as a titrant in millimoles per liter.",,Wikipedia,https://en.wikipedia.org/wiki/Alkalinity,Added to support Critical Zone Observatory (CZO) data use cases. 
alkalinityBicarbonate,"Alkalinity, bicarbonate",Bicarbonate Alkalinity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
alkalinityCarbonate,"Alkalinity, carbonate",Carbonate Alkalinity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
alkalinityCarbonatePlusBicarbonate,"Alkalinity, carbonate plus bicarbonate","Alkalinity, carbonate plus bicarbonate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
alkalinityHydroxide,"Alkalinity, hydroxide",Hydroxide Alkalinity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
alkalinityTotal,"Alkalinity, total",Total Alkalinity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
alloxanthin,Alloxanthin,The phytoplankton pigment Alloxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
alluviumDepth,Alluvium depth,"Alluvium is loose, unconsolidated (not cemented together into a solid rock) soil or sediment that has been eroded, reshaped by water in some form, and redeposited in a non-marine setting. Alluvium is typically made up of a variety of materials, including fine particles of silt and clay and larger particles of sand and gravel. When this loose alluvial material is deposited or cemented into a lithological unit, or lithified, it is called an alluvial deposit.",,Wikipedia,https://en.wikipedia.org/wiki/Alluvium,Added to support Critical Zone Observatory (CZO) data use cases. 
alphaNAcetylglucosaminidase,Alpha-N-Acetylglucosaminidase,An enzyme with system name alpha-N-acetyl-D-glucosaminide N-acetylglucosaminohydrolase.[1][2][3][4] This enzyme catalyses the following chemical reaction: Hydrolysis of terminal non-reducing N-acetyl-D-glucosamine residues in N-acetyl-alpha-D-glucosaminides.,Chemistry,Wikipedia,https://en.wikipedia.org/wiki/Alpha-N-acetylglucosaminidase,
altitude,Altitude,"Altitude or height (sometimes known as depth) is defined based on the context in which it is used (aviation, geometry, geographical survey, sport, atmospheric pressure, and many more). As a general definition, altitude is a distance measurement, usually in the vertical or ""up"" direction, between a reference datum and a point or object. The reference datum also often varies according to the context. Although the term altitude is commonly used to mean the height above sea level of a location, in geography the term elevation is often preferred for this usage.",,Wikipedia,https://en.wikipedia.org/wiki/Altitude,
aluminum,Aluminum,"Aluminium (in Commonwealth English) or Aluminum (in American English) is a chemical element in the boron group with symbol Al and atomic number 13. It is a silvery-white, soft, nonmagnetic, ductile metal.",,Wikipedia,https://en.wikipedia.org/wiki/Aluminium,
aluminumDissolved,"Aluminum, dissolved",Dissolved Aluminum (Al),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
aluminumParticulate,"Aluminum, particulate",Particulate aluminum in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
aluminumTotal,"Aluminum, total",Aluminum (Al). Total indicates was measured on a whole water sample.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ammoniumFlux,Ammonium flux,Ammonium (NH4) flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
amphibole,Amphibole,"Amphibole is an important group of inosilicate minerals, forming prism or needlelike crystals, composed of double chain SiO 4 tetrahedra, linked at the vertices and generally containing ions of iron and/or magnesium in their structures.",,Wikipedia,https://en.wikipedia.org/wiki/Amphibole,Added to support Critical Zone Observatory (CZO) data use cases. 
aniline,Aniline,Aniline (C6H7N),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
anthracene,Anthracene,"Anthracene (C14H10), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
antimony,Antimony,"Antimony is a chemical element with symbol Sb and atomic number 51. A lustrous gray metalloid, it is found in nature mainly as the sulfide mineral stibnite (Sb2S3).",,Wikipedia,https://en.wikipedia.org/wiki/Antimony,Added to support Critical Zone Observatory (CZO) data use cases. 
antimonyDissolved,"Antimony, dissolved","Dissolved antimony (Sb).""Dissolved"" indicates measurement was on a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
antimonyDistributionCoefficient,"Antimony, distribution coefficient",Ratio of concentrations of antimony in two phases in equilibrium with each other. Phases must be specified.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
antimonyParticulate,"Antimony, particulate",Particulate antimony (Sb) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
antimonyTotal,"Antimony, total","Total antimony (Sb). ""Total"" indicates was measured on a whole water (unfiltered) sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
apophyllite,Apophyllite,"The name apophyllite refers to a specific group of phyllosilicates, a class of minerals. Originally, the group name referred to a specific mineral, but was redefined in 1978 to stand for a class of minerals of similar chemical makeup that comprise a solid solution series, and includes the members fluorapophyllite-(K), fluorapophyllite-(Na), hydroxyapophyllite-(K).",,Wikipedia,https://en.wikipedia.org/wiki/Apophyllite,Added to support Critical Zone Observatory (CZO) data use cases. 
area,Area,Area of a measurement location,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
areaBasal,"Area, basal",Basal area is the area of a given section of land that is occupied by the cross-section of tree trunks and stems at the base. The term is used in forest management and forest ecology.,,Wikipedia,https://en.wikipedia.org/wiki/Basal_area,Added to support Critical Zone Observatory (CZO) data use cases. 
argon,Argon,Argon,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
argonDissolved,"Argon, dissolved",Dissolved Argon,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
aroclor_1016,Aroclor-1016,"Aroclor-1016 (C24H13Cl7), a PCB mixture",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
aroclor_1242,Aroclor-1242,"Aroclor-1242 (C12H6Cl4), a PCB mixture",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
aroclor_1254,Aroclor-1254,"Aroclor-1254 (C12H5Cl5), a PCB mixture",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
aroclor_1260,Aroclor-1260,"Aroclor-1260 (C12H3Cl7), a PCB mixture",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
arsenic,Arsenic,"Arsenic is a chemical element with symbol As and atomic number 33. Arsenic occurs in many minerals, usually in combination with sulfur and metals, but also as a pure elemental crystal. Arsenic is a metalloid. It has various allotropes, but only the gray form, which has a metallic appearance, is important to industry.",,Wikipedia,https://en.wikipedia.org/wiki/Arsenic,Added to support Critical Zone Observatory (CZO) data use cases. 
arsenicDissolved,"Arsenic, dissolved","Dissolved Arsenic. For chemical terms, dissolved represents a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
arsenicDistributionCoefficient,"Arsenic, distribution coefficient",Ratio of concentrations of arsenic in two phases in equilibrium with each other. Phases must be specified.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
arsenicParticulate,"Arsenic, particulate",Particulate arsenic (As) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
arsenicTotal,"Arsenic, total",Total arsenic (As). Total indicates was measured on a whole water sample.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
aspect,Aspect,Aspect identifies the downslope direction of the maximum rate of change in value from each raster DEM cell to its neighbors.,,,http://desktop.arcgis.com/en/arcmap/10.3/tools/spatial-analyst-toolbox/how-aspect-works.htm,Added to support Critical Zone Observatory (CZO) data use cases. 
asteridaeCoverage,Asteridae coverage,Areal coverage of the plant Asteridae,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
augelite,Augelite,"Augelite is an aluminium phosphate mineral with formula: Al2(PO4)(OH)3. The shade varies from colorless to white, yellow or rose. Its crystal system is monoclinic",,Wikipedia,https://en.wikipedia.org/wiki/Augelite,Added to support Critical Zone Observatory (CZO) data use cases. 
barium,Barium,"Barium is a chemical element with symbol Ba and atomic number 56. It is the fifth element in group 2 and is a soft, silvery alkaline earth metal. Because of its high chemical reactivity, barium is never found in nature as a free element. Its hydroxide, known in pre-modern times as baryta, does not occur as a mineral, but can be prepared by heating barium carbonate.",,Wikipedia,https://en.wikipedia.org/wiki/Barium,Added to support Critical Zone Observatory (CZO) data use cases. 
bariumDissolved,"Barium, dissolved",Dissolved Barium (Ba),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
bariumDistributionCoefficient,"Barium, distribution coefficient",Ratio of concentrations of barium in two phases in equilibrium with each other. Phases must be specified,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
bariumParticulate,"Barium, particulate",Particulate barium (Ba) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
bariumTotal,"Barium, total","Total Barium (Ba). For chemical terms, ""total"" indicates an unfiltered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
barometricPressure,Barometric pressure,Barometric pressure,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
baseflow,Baseflow,The portion of streamflow (discharge) that is supplied by groundwater sources.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
baseSaturation,Base saturation,"Percent base saturation (BS) is the percentage of the Cation Exchange Capacity (CEC) occupied by the basic cations Ca2+, Mg2+ and K+.",,,http://extension.uga.edu/publications/detail.html?number=C1040&title=Cation%20Exchange%20Capacity%20and%20Base%20Saturation,Added to support Critical Zone Observatory (CZO) data use cases. 
batisMaritimaCoverage,Batis maritima Coverage,Areal coverage of the plant Batis maritima,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
batteryTemperature,Battery temperature,The battery temperature of a datalogger or sensing system,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
batteryVoltage,Battery voltage,"The battery voltage of a datalogger or sensing system, often recorded as an indicator of data reliability",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
bedrockType,Bedrock type,"In geology, bedrock is the lithified rock that lies under a loose softer material called regolith at the surface of the Earth or other terrestrial planets.",,Wikipedia,https://en.wikipedia.org/wiki/Bedrock,Added to support Critical Zone Observatory (CZO) data use cases. 
benthos,Benthos,Benthic species,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benz_a_anthracene,Benz(a)anthracene,"Benz(a)anthracene (C18H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzene,Benzene,Benzene (C6H6),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzo_a_pyrene,Benzo(a)pyrene,"Benzo(a)pyrene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzo_b_fluoranthene,Benzo(b)fluoranthene,"Benzo(b)fluoranthene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzo_b_fluorene,Benzo(b)fluorene,"Benzo(b)fluorene (C17H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzo_e_pyrene,Benzo(e)pyrene,"Benzo(e)pyrene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzo_g_h_i_perylene,"Benzo(g,h,i)perylene","Benzo(g,h,i)perylene (C22H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzoicAcid,Benzoic acid,Benzoic acid (C7H6O2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzo_k_fluoranthene,Benzo(k)fluoranthene,"Benzo(k)fluoranthene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
benzylAlcohol,Benzyl alcohol,Benzyl alcohol (C7H8O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
beryllium,Beryllium,"Beryllium is a chemical element with symbol Be and atomic number 4. It is a relatively rare element in the universe, usually occurring as a product of the spallation of larger atomic nuclei that have collided with cosmic rays. Within the cores of stars beryllium is depleted as it is fused and creates larger elements. It is a divalent element which occurs naturally only in combination with other elements in minerals. Notable gemstones which contain beryllium include beryl (aquamarine, emerald) and chrysoberyl. As a free element it is a steel-gray, strong, lightweight and brittle alkaline earth metal.",,Wikipedia,https://en.wikipedia.org/wiki/Beryllium,Added to support Critical Zone Observatory (CZO) data use cases. 
berylium_10,Beryllium-10,Beryllium-10 (10Be) is a radioactive isotope of beryllium.,,Wikipedia,https://en.wikipedia.org/wiki/Beryllium-10,Added to support Critical Zone Observatory (CZO) data use cases. 
berylliumDissolved,"Beryllium, dissolved","Dissolved Beryllium (Be) . For chemical terms, ""dissolved""indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
berylliumTotal,"Beryllium, total","Total Beryllium (Be). For chemical terms, ""total"" indicates an unfiltered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
betaGlucosidase,Beta-glucosidase,"Beta-glucosidase catalyzes the hydrolysis of the glycosidic bonds to terminal non-reducing residues in beta-D-glucosides and oligosaccharides, with release of glucose.",Chemistry,Wikipedia,https://en.wikipedia.org/wiki/Beta-glucosidase,
bicarbonate,Bicarbonate,Bicarbonate (HCO3-),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
bifenthrin,Bifenthrin,Bifenthrin (C23H22ClF3O2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
biogenicSilica,Biogenic silica,Hydrated silica (SiO2 nH20),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
biomass,Biomass,"Mass of living biological organisms in a given area or ecosystem at a given time. If this generic term is used, the publisher should specify/qualify the species, class, etc. being measured in the method, qualifier, or other appropriate field.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
biomassAboveGround,"Biomass, above-ground",The biomass is the mass of living biological organisms in a given area or ecosystem at a given time on or above the surface of the ground,,Wikipedia,https://en.wiktionary.org/wiki/aboveground https://en.wikipedia.org/wiki/Biomass_(ecology),Added to support Critical Zone Observatory (CZO) data use cases. 
biomassMicrobial,"Biomass, microbial",Microbial biomass (bacteria and fungi) is a measure of the mass of the living component of soil organic matter.,,,http://soilquality.org.au/factsheets/microbial-biomass,Added to support Critical Zone Observatory (CZO) data use cases. 
biomassPhytoplankton,"Biomass, phytoplankton","Total mass of phytoplankton, per unit area or volume",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
